Feature_1,Feature_2,Target
18.727005942368123,26.66196359547577,75.03204530292562
47.53571532049581,58.77108526405223,186.0957870777036
36.59969709057025,88.56512522887675,200.51260408206247
29.93292420985183,75.9002397768605,174.58625332502396
7.800932022121826,82.59050330753047,132.74678028667364
7.799726016810133,69.29050300396456,99.61612913997935
2.9041806084099733,72.30489080660672,113.95320617854821
43.308807288746756,86.42760864087873,214.27391258049568
30.05575058716044,32.470120797326736,118.88984848120883
35.40362888980228,54.04824672788264,150.89485150648665
1.0292247147901223,29.908849763764202,19.221278900762936
48.49549260809972,98.89012071969823,253.74733034749764
41.622132040021086,94.9653405717952,230.38217775713127
10.616955533913808,13.54841302316553,44.987208891401025
9.091248360355031,73.50176552641196,116.60014670483064
9.17022549267169,93.27234856740992,145.0117741896121
15.212112147976885,26.25178106146002,58.906959074828805
26.237821581611893,61.11507074973665,138.64211208025077
21.597250932105787,92.39394678292376,177.80851026599126
14.561457009902096,13.055138072721896,44.52691398032902
30.592644736118974,72.76782405221559,171.73858002462242
6.974693032602092,36.761410663529574,52.98460733150667
14.607232426760907,93.19565758388774,158.01716999190282
18.318092164684586,97.39524206488309,167.31310606659633
22.803499210851797,94.98398402020905,159.83821069232528
39.25879806965068,52.67927949917174,178.0095241177045
9.983689107917987,87.58383858903821,127.71391330866034
25.71172192068058,86.00944586815633,164.38811547334524
29.620728443102124,38.71904259189301,127.52036419033634
2.3225206359998865,84.60239267356096,123.81554629256001
30.37724259507192,13.330687124394336,86.78171284716903
8.526206184364577,63.66428906338477,103.32946083545288
3.252579649263976,30.700795355893273,54.260568553537595
47.44427686266666,20.851019719955094,155.5629718932442
48.28160165372797,16.925788146628825,147.77936546304676
40.419867405823055,72.66598982903258,189.5785779185635
15.230688458668535,40.58874673912595,83.50731502713528
4.883605700319194,75.22900943758853,108.34526440636796
34.211651325607846,15.882070671904813,98.86622300044932
22.007624686980066,38.37613040475493,76.85691336821
6.101911742238942,58.55421631378035,94.88543697371044
24.75884550556351,81.16508483550672,173.3345639773788
1.7194260557609198,38.68772526388629,32.094511100647466
45.4660201039391,66.33022387933082,188.16401186794536
12.938999080000846,89.73799734125684,151.22463711956232
33.1261142176991,65.42768693640741,186.90346456505364
15.585553804470548,30.96635272782704,81.3314448613229
26.00340105889054,12.196070340088422,77.36375764304111
27.335513967163983,88.3088986510837,177.480498888162
9.242722776276352,11.914246976534843,56.15266750401454
48.47923138822793,88.72315054157795,226.20621732921802
38.75664116805573,57.60434206244908,163.02489332857567
46.97494707820945,94.51609286616066,231.02924391309608
44.74136752138244,81.89049121962988,205.58872218442482
29.894998940554256,99.81406994800037,200.74108444893403
46.093711751155844,41.564063390653914,186.3579400313699
4.424625102595975,79.04694600380142,114.14869069221193
9.79914312095726,46.1737822248318,82.38286145092843
2.2613644455269033,53.18880582735179,71.56186541748397
16.266516538163216,66.47549168965331,109.80497328602543
19.4338644844741,88.63094027677049,168.77288731478143
13.567451588694796,98.56751222793656,156.42127167513286
41.436875457596464,79.14460724780663,201.76091820545287
17.837666334679465,47.59901039506004,138.64405398921934
14.046725484369038,47.922130204936316,100.61089904050304
27.134804157912424,76.38240714300024,156.9779884654295
7.046211248738132,31.48994311914721,56.13988390276655
40.109849037701984,19.94267018182552,140.69028390441315
3.727532183988541,41.91599418766989,65.75072759055286
49.34434683002586,35.85150924886736,156.99989839053183
38.61223846483287,36.66773084103911,154.72416251708114
9.93578407670862,31.024697594491894,60.38765644977188
0.27610585618011996,13.78838706727257,40.96930688335284
40.77307142274171,11.608654126007243,131.66354416520946
35.34286719238086,98.89501507624284,207.55796711585603
36.45035840204937,48.49958203622761,167.13555806594766
38.56351733429729,44.58939824437135,155.59462633426287
3.7022325867045183,71.16825544237628,108.18522474883503
17.92328642721363,29.642849907855776,90.22696413040575
5.793452976256486,95.49650655552028,125.61587375735681
43.155171293779674,80.77105129739968,203.37769146815418
31.164906341377897,18.046990208103356,114.86826227898038
16.54490124263246,47.58226982064355,100.113223570288
3.177917514301182,89.12064768059483,115.85308637004677
15.54911608578311,95.02588200622692,148.35262282843655
16.259166101337353,52.06613601248827,112.36326912426392
36.480308916903205,65.2070250289637,195.07445151944592
31.877873567760656,25.03305514828677,104.05902095480303
44.36063712881633,99.20517635232788,235.18999901156187
23.610746258097464,30.850453124509905,115.16961494880984
5.9797122969150855,94.84585967216131,132.96789843642412
35.66223936114975,68.46819840931316,180.8411544565475
38.03925243084487,64.69631153909732,167.10976964256017
28.063859878474812,56.141965991485776,146.81307985804642
38.54835899772805,30.760283054598283,136.4117945097926
24.689779818219538,25.887522880495744,107.64677695894237
26.136641469099704,29.84375881631578,118.02797476797569
21.37705091792748,26.779443592982908,116.47359602658433
1.2709563372047594,80.16260262100779,110.168845720357
5.394571349665222,41.51127332500571,71.55791952999157
1.5714592843367126,15.205840890705673,29.11950029546195
31.82052056318902,97.21923671267302,197.68272253507328
15.717799053816334,89.54072964670831,155.1282116452077
25.42853455823514,93.49770548756916,177.81456887928053
45.37832369630465,99.54170403817918,239.58046384927275
12.464611457443747,25.650572429753858,80.1181909153936
20.519146151781488,45.661781701239285,101.02657776814445
37.77755692715243,78.24146281336822,204.73243330521342
11.439908274581123,72.6418556248413,133.94114810966101
3.8489954914396494,23.850631570586955,42.06256134339268
14.4875726456884,83.42498124915559,120.11036012312177
8.061064362700222,30.19965146529946,55.31402279416558
46.484882617128655,30.14358533403608,170.354454409276
40.40601897822085,58.32769806040722,175.77960449505196
31.67018782552117,63.364594135753286,150.21996020375775
43.57302950938588,62.20775870540301,183.53413500766615
40.18360384495573,18.233815365797938,135.74578831639238
9.328502944301793,88.97147763673424,140.55436620684935
44.627949924498886,33.90400383298355,154.86535841913053
26.967112095782536,21.656342915452377,94.73714761985231
40.372007758203125,89.98732718820794,209.99723053091913
44.80456499617466,96.0086348406778,222.99767245426497
15.900173748593193,87.59148555389055,166.01397393084608
5.502596226383838,82.85644672523902,114.96102194413302
11.396758127097083,68.97177825751196,128.429614435012
