feature_1,feature_2_mc,feature_3_mc,feature_4,feature_5,feature_6_mc,feature_7,feature_8,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,target
67.54841186120953,136.68111320431865,74.90405816760361,11.160536907441138,394.58848566560494,13.926651696862002,-16.522446694823355,0.4219218196852704,0.6901729991646017,0.1307464077662839,-0.2317928608380212,-0.007802373045508363,0.45775079868034557,1.374572009300586,-0.6777790545610238,-0.19664280086494904,-1.5418753581837614,-0.9685538540896379,134.04308335053997
10.584888371025492,22.233329182852724,10.508897642359887,17.012525825899594,162.19179992471263,28.139001894987732,-16.290166264794085,0.09671637683346401,0.7823268087036421,-1.1132222142481727,0.5682506875853858,-1.5145203917251397,-2.619945422218852,-0.6068907281995026,-0.9158100463459947,0.8760122430564063,0.664265899612895,-1.2190747412956953,-26.81382299446374
87.55362102796995,172.34567218845768,94.7510657288631,2.2912191827831108,191.15931026061872,3.1371314363623193,-10.688364545558793,0.10100142940972912,-0.24848979310693248,1.3991863970860492,-0.6351465733703081,0.7219656022559836,0.19836504637641378,0.762764675805098,1.3321850763038776,-0.5601180160332138,-0.47422103639618063,-0.38796801331754316,251.91393697515298
75.62141181553143,152.25420901274137,84.3227859575558,49.47616753182976,355.99990394163717,69.94537449832771,13.714076807592384,0.7759999115462448,0.03353132078726135,0.2532373593420619,-0.3155921648136706,0.7236319863680966,0.5807797415265663,2.321408516900731,0.6199677677731354,-0.6094034586430621,-0.5617975923340306,-0.8315811012420066,169.37413735853758
92.30928307664891,183.10170954926636,101.28572862692826,12.331375384699172,324.5472536652603,18.17905202613415,15.912915344099076,0.39940050514039727,0.6639902491785032,3.4018171341494567,-0.4358198571066226,-0.026117399232776985,0.4609881744151699,0.14060305764811384,-1.23382720668917,-1.2723474710528335,-0.31983680087093574,0.17022075505539358,317.86701816784097
44.34573578558831,91.14535467060506,49.48656770129446,48.55391888068091,444.31188089379924,77.61005956381051,7.268414761062992,0.5369703304087952,-0.15103055153883657,1.423321026167184,0.8163744966147283,0.688883864266003,-2.375872573091198,0.7109642045700387,0.5558524109198417,-0.5499262844053271,-0.6273843661803962,-0.002310451813581064,75.79000510064975
92.13650554103384,185.42973913764865,101.08528692818093,31.94747474330026,343.5880845752689,50.83737553719437,1.5751612047850294,0.7786264786305582,-0.033211537364940626,-0.006411960049550972,-0.08910506621924207,0.17719513005076098,1.8536245425133038,-0.8851066243958395,0.42083831608879946,-0.7468801706804445,1.9168856196507298,0.7301885782904612,254.76684389799942
95.22545007681947,192.43213951325657,105.93372090620262,3.4606259234191805,404.24086610289265,5.347152440440616,-0.9887048760507469,0.5498035934949439,-0.19169676899531105,2.0202673380796417,-0.6110248279848474,0.3203918452051127,-1.5690014196757296,-0.39546257832617854,0.26114788009109907,0.8239600125195051,1.4481016868281007,-0.04414817632926931,282.7298863819879
49.429007552305364,97.84842647750811,54.01305841741236,11.234866851577868,235.23422485898215,15.008179867057304,-11.191304621937622,0.07099308600903254,-0.48997109577146797,-0.5290662785418684,1.641936216223938,-1.109535658433972,0.6654394371312096,0.3175215990080355,-0.3384340517190246,-0.6063513996152131,1.5779049936347092,1.7299819532495724,109.6712961793755
61.3938783992756,119.33461726004391,66.7967475298674,40.37484988833217,176.16396574475107,63.17553397562551,-3.0568550792031672,0.467024668036675,-0.1961049589025753,-1.483025270207281,0.45295023306596854,-0.04521462667939092,-0.7452828991898676,0.5229455868967482,0.4880932721923791,-0.5775371839442981,0.4003521905346774,1.015064936192444,123.02998521008612
