Date,Open,High,Low,Close,Volume
2010-01-04,0.4242421954886798,0.4267633624535448,0.41507435535799825,0.4237838089466095,800204000
2010-01-05,0.422179373344118,0.4345559718898349,0.422179373344118,0.4299720525741577,728648000
2010-01-06,0.4297428959345844,0.43363922234409263,0.42561736260356264,0.43272244930267334,649168000
2010-01-07,0.4304303612715607,0.4322639341310064,0.4210333174433447,0.4242420494556427,547792000
2010-01-08,0.42080423724140675,0.42813853088662523,0.4182830977078908,0.4251589775085449,478168000
2010-01-11,0.4274509204981572,0.4292844938367799,0.41324074761556867,0.4191998541355133,556612000
2010-01-12,0.4130115461327837,0.41461591247316953,0.3962802073811532,0.40498965978622437,627432000
2010-01-13,0.4077400769456008,0.41186561034975844,0.391925536783383,0.4104904234409332,508868000
2010-01-14,0.40544806748588963,0.408427593220769,0.39719700168478544,0.4040728807449341,608524000
2010-01-15,0.4010933228653037,0.40453126235404285,0.3868831511206637,0.39215466380119324,818192000
2010-01-19,0.38917502287041983,0.4020100049913886,0.38802904329970145,0.3994888663291931,545328000
2010-01-20,0.3944467265326063,0.399489060958213,0.38917521247458564,0.39788466691970825,719728000
2010-01-21,0.39765543470897213,0.4047605214984712,0.38711240798693836,0.3907795548439026,608632000
2010-01-22,0.38619556170762115,0.39330064765259654,0.3749649701918235,0.37725692987442017,1067916000
2010-01-25,0.3834451762897365,0.39100864793229945,0.38069483041670776,0.38367438316345215,643676000
2010-01-26,0.3818409568505005,0.38436212414080106,0.37129792841038095,0.37152713537216187,714636000
2010-01-27,0.37129785556906203,0.3829868618802888,0.3671723223226104,0.3816116750240326,812504000
2010-01-28,0.3845912181792336,0.3859664049991898,0.36350516599225746,0.36877667903900146,687764000
2010-01-29,0.372902145039801,0.3770276774345988,0.3472321778376421,0.35273289680480957,774700000
2010-02-01,0.3541080322552809,0.3804655909721342,0.3511284797636097,0.3797779977321625,949832000
2010-02-02,0.3784028709687985,0.38848750893298634,0.37725689124484385,0.38367438316345215,849812000
2010-02-03,0.3802365555963536,0.38848762295955575,0.37840298203538425,0.3868832290172577,562296000
2010-02-04,0.38344532958603883,0.38344532958603883,0.36029651897864634,0.3644220530986786,783480000
2010-02-05,0.36396348597299427,0.37267293650175304,0.3575459673493729,0.3717561364173889,604856000
2010-02-08,0.3706102699236105,0.3800073165532894,0.3637343901425726,0.37106865644454956,445160000
2010-02-09,0.37702770887574444,0.3788612820177058,0.3644219310929409,0.36808905005455017,930144000
2010-02-10,0.370381210131735,0.3786322521445596,0.3678600424675704,0.3751943111419678,535828000
2010-02-11,0.3811531967615518,0.39650934611138605,0.37840285103341936,0.3923838138580322,695980000
2010-02-12,0.3896335969607597,0.40567731755568925,0.3852788564058872,0.3976554572582245,780212000
2010-02-16,0.402926906966059,0.40659405344892524,0.3981137806225864,0.40498965978622437,457024000
2010-02-17,0.4100319355103922,0.4102611150569745,0.3971969519432003,0.4088859558105469,876560000
